userName,content,sentiment,at
Razaky Pradithya,"Kebijakan gajelas akun gw gapernah dibuat yang aneh aneh malah ke banned ga lucu sama sekali,bukan masalah follower atau apapun,kenangan nya banyak bgt skrg malah dinonaktifkan bahkan sampe gabisa dilihat,parah!",negatif,2024-11-13 03:16:46
Lim Danyang,"uda 3hari instagram ku bolak balik log out sendiri. uda login tiba tiba bisa log out sendiri.. uda bertahun tahun pake di reno 1 hp, g perna di apa apain kok tiba tiba henk. capek x login log out terus.",positif,2024-11-13 11:09:43
Gully Gallerie,"Jelek banget makin kesini makin ga banget, akun aku udah 3x kena ditangguhkan, pertama ditangguhkan dimintai vertifikasi lewat email dan no.hp, kedua ditangguhkan dimintai hal yang sama tapi kolom buat ngisinya gabisa ditekan tekan, dah install ulang juga sama, berkali kali coba tetap gabisa login, 2minggu nunggu akhirnya iseng² coba lagi akhirnya bisa, eh sekarang ditangguhkan lagi bjir, dan disuruh rekam diri, tapi pas mau rekam diri, gabisa juga alasan jaringan dan memori penuh, padahal tidak",negatif,2024-11-13 12:28:01
AldiCP,Untuk fitur sebenernya udah bagus tapi di lebihin lagi untuk durasi lagunya kurang rasanya kalo cuman 15 detik,positif,2024-11-13 13:37:29
Angel Santa Ulina Sihombing,"Aplikasi nya gakk bagus saya kira hp saya yang ngelek ternyata emang aplikasi nya yang gak bagus, padahal saya udah apdet berapa kalii, masa iya orang lain ngetag akun kita itu gak bisa di masukin ke cerita akun kitaa!!! Perbaharui lagii dong aplikasinya",negatif,2024-11-13 15:43:05
Mila Daihatsu Murah,"TOLONG KEMBALIKAN AKUN SAYA.. Akun ig sya tiba"" di tutup oleh pihak ig nya, TIDAK BISA LOGIN, sya tidak membuat kesalahan, padahal sya sudah lama pakai aplikasi ini, dan ketika sya akan buat akun yg baru juga sma sekali tidak bisa? Aplikasi nya tidak bisa membantu sma sekali.. SANGAT SANGAT SANGAT SANGAT KECEWA KECEWA KECEWA.....",negatif,2024-11-13 15:59:11
Risma Nanda putri,"Saya mengalami kendala tidak bisa mengakses akun saya sendiri karna kode keamanan 2 faktor sedangkan nomor ponsel yg saya cantumkan itu sudah mati. Dari instagram juga tidak ada fitur yg bisa membantu permasalahan saya ini. Saya sangat kecewa sekali karna ini mempersulit media komunikasi saya di sosial media. saya kecewa sekali pihak instagram tidak pernah menanggapi keluhan saya, tidak ada fitur satupun yg membantu kendala saya ini. tolong di perbaiki lagi aplikasinya",negatif,2024-11-13 16:45:07
Matheo Derryl,"Karena akun saya yang lama tiba-tiba terhapus. Dan tidak diketahui penyebabnya apa. Setelah saya mencoba untuk mendapatkan kembali akun lama saya, tidak bisa lagi dan walaupun di coba dengan cara-cara yang sudah tertera tetap tidak bisa. Malah login ke akun baru Yang baru saja saya buat. Mohon bantuan atau solusinya.",negatif,2024-11-13 18:45:33
Ocha Bta,"For Mimin Instagram🤍🖤:kadang kalau bikin reel Instagram pakek musik,itu lagu sama video saya gak pas😓,jadi vidio saya nya kecepatan,dan lagu nya kadang juga lembet/telat, sama vidio saya nya,tolong dong min apa hp saya nya yang kentang🙏🏻, terimakasih",netral,2024-11-13 21:24:36
Estevaniya emmanuela,"Fitur keamanan jelek, masa setiap mau minta bantuan ngebug ngebug terus. Mau rekam video wajah langsung ngebug tekembali lalu minta bantuan teman malah tidak ada notifikasi nya masuk",negatif,2024-11-13 22:11:27
Panda Gaming,"Kalo ada iklan di instagram jangan ada unsur 18+ nya nanti kalo umur di bawah 18 tahun pake instagram dan lihat kan jadi gak bagus tolong di ilangin iklannya bukan instagramnya tiap minggu atau tiap hari itu jangan update terus apk indtagramnya,mohon agar di perbaiki lagi aplikasinya",positif,2024-11-14 08:46:00
Kiki,Video reels yang disimpan d arsip tiba tiba audio reels tersebut hilang padahal itu audio original. Yang aku permasalahkan itu voice overnya hilang 😭 kecewa banget,negatif,2024-11-14 10:28:25
Zaireen Syarah,"makin kesini instagram makin bnya erornya, mau liat postingan orng yg paling bawah loadingnya lama bgt, buka story jg lama bgt pdhl sinyal aman, tolongla di perbaiki",negatif,2024-11-14 15:40:04
Ega Tifani,"Aplikasi bagus, Tetapi saya mengalami kendala. Sore ini saya memposting foto di instagram tetapi setelah saya menambahkan lagu diposting saya, foto postingan saya menjadi ngezoom, sudah saya hapus dan saya coba lagi tetapi tetap sama. Tolong segera direspon dan diperbaiki, terimakasih",negatif,2024-11-14 21:42:12
kales monika,"Ngelag banget udah 5hr ga bisa buka ig loading terus, pdhl jaringan lancar,tp tidak dapat memuat berita terus.. makin di-update makin jelek ni ig",negatif,2024-11-14 23:10:37
dina Asri,Inta tolong dong ini kenapa saya gak bisa buat akun baru ya soalnya yang lama kehapus dan saya ini install ulang dan setelah install Malah gak bisa buat akun baru tolong di perbaiki ya,negatif,2024-11-15 04:58:16
Arya Bima,"Dari semua fitur nya dah ok tapi menurutku developer tolon tambahin fitur ""histori tontonan"" Fungsi fitur ini yaitu jika kita ketemu postingan/video yang kita suka tapi lupa untuk meng like atau mengsave dari fitur ini dapat membantu untuk melihat/menonton kembali video yang kita sukai seblumnya, jika develuper melihat komen ini dan menambah kan fitur ini di IG, akan saya tambahakan rating di sini",positif,2024-11-15 05:50:00
Silvi Julia,"selalu sukaaaaa hal"" baru dr Instagram ❣️❣️❣️❣️❣️😘😘😘😘 tolong Adain pengeditan musik yang setelah di post pake musikk jadi maksudnya bisa ganti "" musikkk 🙏🏻 kek misal bisa edit caption/lokasi kapan aja macemnya kek gitu huhuhu maaciwww tolong di bacaa😭",positif,2024-11-15 10:51:25
Happipah Wulan Dari,"Bikin fitur supaya bisa gampang nyari dm yang udah lama. Kayak yg di whatsapp, kan ada fitur cari nya itu. Bikin kayak gitu dong supaya gampang mau baca dm an lawas🙏🙏",positif,2024-11-15 14:53:11
Indah Sari Pratiwi,"Kenapa setiap mw post hands free fitur, slide video 2 sampai akhir gk pernah bisa dipost hx video pertama yg bisa ??? Padahal jaringan bagus... Please fix it....dan video, klw di post gk bs di zoom in zoom out🤬",positif,2024-11-15 17:49:55
Nabil Putra,"Tolong dong pihak instagram nya, perbaiki masalah bug yang ngak bisa kogin ke akun pribadi, pas login bisa tapi di suruh selfi malah masalah Internet padahal di aplikasi lain lancar lancar aja.",negatif,2024-11-15 18:49:56
ling aling,"ntah bug atau apa, tapi tolong perbaiki bagian loading terus menerus saat mau pasang cover baru. Padahal jaringan saya kenceng dan wifi nya ga lemot. tapi ini loading terus menerus dari tahun lalu",negatif,2024-11-15 19:55:48
Lailatul Mukjizah,"Bagus. Fiturnya juga terus bertambah, tapi masih sering terdapat error. Mengapa sekarang jika membuka story yang berupa video selalu tidak berjalan?",positif,2024-11-15 21:45:12
Audia Trifani,"Apa lh ig skrang, update nya 2 hari sekali Baru juga 2 hari lalu di update, barusan pas mau buka ig tiba"" balik lgi ke layar awal udah di coba berkali"" ttp aja balik lgi ke layar utama. Pas di cek ternyata harus update lgi.",negatif,2024-11-15 22:43:17
Dhinggo Arga shaferu,"akun ig saya tiba tiba di nonaktifkan oleh pihak ig,,,kenapa yaaa?? aplikasi makin kesini makin ngga jelas,padahal saya tidak melakukan kesalahan,pas mau login lagi tidak bisa gimana tanggapannya yaa!!???",negatif,2024-11-16 11:39:49
Sur Mini,"Saya kasih bintang 2 ya karena 2 hari saya bolak balik Instagram dan fb cuma buat ganti password tapi gak ada hasil, padahal tinggal kirim kode OTP aja kok susah banget. Coba ganti email pun Tetp GK berhasil. Tolong ya dipermudah lagi buat penggunanya.",negatif,2024-11-16 14:26:09
Pengguna Google,"Kenapa setelah update tiap buka reels videonya patah-patah sangat mengganggu, sekarang slidenya juga tidak bisa diheser sampai selsai.",negatif,2024-11-16 16:57:54
Fawwaz Rafti,semakin update bukannya semakin bagus malah makin sering error apalagi buat laporan masalah berkali kali ga ada tindakan sama sekali dari pihak Instagram udah buat laporan tidak bisa live padahal status akun normal dan memenuhi persyaratan untuk live! kalo live bareng juga pasti rusak! entah salah satu kameranya tidak ada atau hitam tolong di perbaiki ya!!,negatif,2024-11-16 22:51:42
Ury Zack,"Hallo Instagram!! Kenapa akun ig saya tidak bisa untuk komentar dan like ya? Padahal dibatasi cuman sampai tanggal 16-11-2024 dan di ""status akun"" saya baik-baik saja tidak ada peringatan sama sekali. Tolong di perbaiki segera ya, nanti saya akan mengubah rating ini menjadi ⭐5, Terimakasih!! Salam hangat ""justkyuuuu""🙏❤️",negatif,2024-11-17 02:56:44
RIFKY AKBAR MURDANI,"TOLONG KEMBALIKAN AKUN SAYA.. Akun ig sya tiba"" di tutup oleh pihak ig nya, TIDAK BISA LOGIN, sya tidak membuat kesalahan, padahal sya sudah lama pakai aplikasi ini, dan ketika sya akan buat akun yg baru juga sma sekali tidak bisa!! Tolong penjelasan nya perbaikan nya",negatif,2024-11-17 07:20:38
Maulidinah Rachmi,"Kenapa sekarang jadi susah buat repost story, sering load dan juga lama. Padahal wifi biasa saja dan aplikasi lain pun berjalan aman. Mohon untuk diperbaiki agar bisa berjalan seperti biasanya. Terima kasih 🙏",negatif,2024-11-17 09:05:12
fira che,"haduh Instagram tolong perbaiki bug nyaa, kenapa akun saya tidak bisa disebut orang laen padahal udh distel mengizinkan semua org menyebut saya, udah instal ulang tetap aja gitu, mempersulit kerjaan saya!!!!!!",negatif,2024-11-17 13:33:50
Najma Savina,"tolong ya Instagram, kenapa sekarang kalo buka Story org suka ngelag??? videonya pasti ngefreeze, udah sebulanan begini, di upgrade udh, jaringan lancar, kenapaa ini? bikin badmood 😤",negatif,2024-11-17 14:07:55
Farel Alfarizi,"tolongg ini knp setelah update jadi begini ngebug, loading nya lama, padahal sinyal bagus, tapi ini muter terus loading, tolong instragram di perbaiki lagi..",negatif,2024-11-17 15:47:10
Nabilaa Nurinsyirah123,"Tolong di perbaiki Ig nya kalau saya mau liat SG SG pasti ngeleg bangat padahal jaringan bagus penyimpanan juga ada tapi kalau liat SG terus vidio itu gak mau terbuka bgtu pun dengan Poto yang pake lagu kalau nonton reals juga gak mau kebuka vidio nya,padahal saya sudah update baru baru saja",negatif,2024-11-17 16:44:46
Nisrina Hafizhah,"tolong yaa, akun aku disuruh buat verivikasi ulang, terus ada record face buat memastikan kita bener² manusia atau bukan, tapi waktu record nya kok loading nya lama banget ya??? Padahal udah saya coba pakai wifi/data sama aja, dan tidak ada masalah pada jaringan saya juga. TOLONG PERBAIKIIII",negatif,2024-11-17 17:48:34
Osi Oktavia Sihombing,Kesel banget kenapa sih pas aku edit sorotan tu selalu lama pdhl sinyal bagus. Aku ulang-ulang terus masih gabisa. Padahal udh di update tpi problem nya masih sama aja. Sorry sejauh ini aku kasih bintang 3 dulu,netral,2024-11-17 22:52:40
Rio Ardian,"Instagram mampu memberikan kepedulian kepada penggunanya, dan selalu terus berkembang untuk menjaga keamanan dan privasi setiap pengguna guna kenyamanan pengguna seperti saya. Thank you Instagram",positif,2024-11-18 00:20:06
069_Adam Firdaus C,"uda 2x bikin akun second tapi kena ajukan banding sampe keblokir permanen, padal tidak berbaur konten/sarana negatif, baru buat akun second lagi ga sampe 2 jam kebanding lagi sampe ilang akunya, ini gimana ya? ada solusi kah",negatif,2024-11-18 01:53:36
Hidayatullah Riyanjra,"Platform yg sepenuhnya visual. Tidak mirip Facebook yg mengandalkan teks serta gambar, atau Twitter yang hanya mengandalkan teks, memungkinkan penggunanya menyebarkan gambar atau video menggunakan audiens.",positif,2024-11-18 11:16:58
Ronal,"kenapa sekarang Instagram tidak ada mode gelap itu eror, jika saya hapus data ada kode gelap tetapi tidak lama kemudian berubah menjadi mode terang dan tidak ada mode gelap, semakin kesini aplikasi ini semakin buruk.",negatif,2024-11-18 11:27:45
Yoshino kurasaki,"Ini Instagram kenapa dah,,gua punya akun bnyak tpi fiturnya beda²,ada yng baru sma ada yng lama fiturnya,akun satunya bisa simpen plaslist lagu sedangkan satunya lagi malah gabisa,tololng diperbaiki lgi biar bisa imbang",netral,2024-11-18 12:20:17
rehan r777,"Kenapa pas di unggah menggunakan Wi-fi malah buram dan fitur hight quality nya juga tidak berfungsi apakah fitur ini berfungsi untuk data saja, tolong developer update lagi fitur ini agar berfungsi di Wi-fi atau se enggak nya tidak buram saat di upload menggunakan wifi",netral,2024-11-18 15:34:21
Siti Aisah Siregar,"Kenapa sekarang add background story instagram sudah tidak bisa? Kembalian fitur yang dulu. Sebagai pengguna instagram aktif, saya kurang puas sama instagram sekarang, kecewa!",negatif,2024-11-18 16:24:47
Mulya Ginanjar,"Akun saya ngga bisa di pulihkan, smpt coba tapi hasilnya gitu gitu aja, udh coba juga buat akun baru lagi dan ternyata hasilnya SAMA aja!, padahal ngga ngelanggar pedoman segala macam!,mohon untuk pihak IG perbaiki bug yang ada, lama lama kecewa nih sama aplikasi IG, please IG bisa berguna lagi dong.",negatif,2024-11-18 18:14:43
Monika Zacharias,"Ig kenapa sih? Ini mau stry tpi malah ga mncul di orang"" storynya pdhl sttsnya udah ""cerita diunggah"" tpi pas cba cek story aku dri akun lain ga mncul. Trus smpe 24 jam jdi ga ada yg nnton storynya. Udh cba pake yg Temen Deket ttp sama ga mncul storynya!",negatif,2024-11-18 18:32:34
Wan Dian,"susah sekali mau posting foto dan video ngebug mulu, pas klik selanjutnya ada tulisan memuat tapi gabisa lanjut, sama videonya jadi gepeng pas diperbesar.",negatif,2024-11-18 20:09:51
Anniex,Instagram saya tiba² di tangguhkan dan dimintai sesi selfi video max 30hari kalau tidak akan di hapus permanen oleh Instagram Ok saya lakukan Tapi masalahnya tidak bisa selfi dengan alasan memori penuh/ jaringan kuota tidak bagus. Padahal memori saya masih banyak + sudah saya hapus aplikasi dll Seharian tetep gak bisa selfie video Saya komplain dan marah kalau Instagram saya bener-bener akan di hapus paksa oleh instagram. Karena banyak kenangan yang saya simpan di ig,negatif,2024-11-19 08:31:29
Hikari Syafa,Ini ig kenapa ya tetibaan ngeblank dan saya tidak bisa membuka account saya.. tolong dong diperbaiki.. masa account saya hilang ! Apakah akun saya di freeze atau ada kesalahan sistem ?,negatif,2024-11-19 08:36:53
Ilona Mansbawar,Aplikasi sangat membantu saya untuk belajar membuat beberapa hal yg baik misalnya edit foto dan musik dan juga video. Dan lebih baik nya adalah terkonek lansung ke facebook saya. Terima kasih,positif,2024-11-19 09:20:25
Amelia Putri,"untuk aplikasi udah bagus, tapi tolong benerin lagi ada beberapa bug dibagian chat, yg mana pas share reals yg ditambahin catatan itu kadang realsnya gak ada kekirim malah teks catatannya aja, sama kadang teks ngilang tapi di chat orang lain ada gitu, sama klo buat next update tolong tambahin status kayak ""teman"" buat yg udah follow & follback kayak di apk sebelah",positif,2024-11-19 10:16:38
Riski Anggiawan,Min ini saya gk bisa login. Karna akun saya diganti org. Email beserta nomor hp nya. Itu giman ayak. Tapi nomor saya masi bisa menerima code nya tapi pas dimasukin login di ig layar putih semua knp ya,negatif,2024-11-19 10:59:57
Salsabila Ananda Putri,"Tidak bisa menambahkan lagu di story, ketika mencoba memulai lagu, langsung muncul tulisan “terjadi kesalahan” kemudian force close",netral,2024-11-19 11:33:08
Sekedar Youtube,Akun ig ku juga hilang..... Dan tidak bisa di login ulang... Sekarang bikin lagi malah gabisa liat profil sendiri.... Aneh bgt tiap di klik profil aplikasi telsh berhenti,negatif,2024-11-19 11:34:17
Banyu Irang,"Paling gasuka kalau pas update tapi bugnya malah makin nambah,itu masalah akun yang tiba-tiba ilang masih ada aja. Terus sekarang ada bug aneh lagi,kayak pas di beranda aman-aman aja,tapi pas ke menu profil malah force close. Kenapa ya?",negatif,2024-11-19 11:44:07
Mochamad Rasyid Alfiansyah,"aplikasi gajelas sering banyak bug atau lain sebagainya, kadang mau masuk ke akun juga gabisa padahal sandinya sudah benar, dudah saya coba lupa kata sandi dengan akun email yang terkait dengan akunnya masih aja gabisa pake no hp yg sudah terkait dengan akun instagramnya, masih aja gabisa juga, udh dicek bolak balik padahal bener dan terkait akunnya dengan akun instagram saya, dan sandi, sandi itu saya selalu simpan beserta usernamenya di catatan saya, masih aja gabisa, padahal sudah benar dgn..",negatif,2024-11-19 11:53:38
Xspioo,tolong di perbaiki ada bug mau gepost pas dipake kan lagi layar gak bisa di sentu dah langsung keluar dari ig muncul peringatan 'bug' mohon segera di perbaiki,negatif,2024-11-19 11:55:30
Izkaul Fikri,Setelah update makin bagus tapi ada kendala saat lihat unggahan orang malah keluar sendiri padahal jaringannya bagus tolong diperbaiki kasih 4 bintang dulu ya semuanya udah bagus 😁👍,positif,2024-11-19 12:00:44
MUH FIRMANSYAH.D,Saya masih bingung mengapa ketika saya membuka profil ig saya sendiri terjadi bug ketika saya restart pun tetap tulisan bug dan di suruh perbarui saya cek tidak ada update dari play store sangat merugikan!!,negatif,2024-11-19 12:01:43
dwiokky k,"Aneh aplikasi suka tiba tiba keluar sendiri ini kenapa ya? syaa kira karna belm di-update taunya setelah di-update pun sama saja. Makin males pake app nya, setelah dibeli sma meta emang ig makin kesini makin downgrade.",negatif,2024-11-19 12:01:49
Naufal Rasyid,"Pas mencet profil malah keluar sendiri.Pas mau nambahin musik di catatan ig malah gabisa malah keluar sendiri tulisannya""maaf terjadi kesalahan"" tolong diperbaiki",negatif,2024-11-19 12:03:59
Ramadhan Hadi,"Update bagus. Tapi sejak siang ini saya tidak bisa meng-upload story dengan m menambahkan lagu ke dalam story tersebut. Ditambah untuk reload konten seperti reels, foto cukup lama. Mohon bantuan dari pihak pengembang untuk dapat melakukan evaluasi permasalahan ini.",netral,2024-11-19 12:09:08
christin,Instagram account saya kenapa kok malah gak bisa masuk ke beranda profil malah langsung keluar kalau beranda liat foto orang lain bisa tapi beranda profil sendiri kenapa gak bisa terus tiba tiba keluar aplikasi. Saya coba dah bersih cache ama install ulang tetap sama terus juga updet account saya agak beberapa fitur yang gak bisa sayaa pake,negatif,2024-11-19 12:16:09
Muliya Maulana,Tooo much BUG!! Begitu buka aplikasi langsung tertutup otomatis. Muncul peringatan bug dan perintah untuk update aplikasi ketika muncul pembaharuan berikutnya. Tapi pembaharuannya gak muncul-muncul. Kocak.,negatif,2024-11-19 12:24:18
Joo,"makin di update makin aneh nih apk, sy pake aku lama.. pas bikin instastory tidak ada fitur komentar, pas sy coba di akun baru fitur tersebut ada, tolong dong pihak yang bersangkutan tolong diperbaiki.",netral,2024-11-19 12:41:34
Ngurah Mahendra,"Di Instagram lagi buat tren ya aplikasi udah di kembaliin tapi suara dari vidio tetep di putar, tolonglah bug nya segera di perbaiki karena bukan cuma di smartphone saya aja yg kek gitu tpi di hp temen saya kebnyakan kayak gitu bug nya. Yahh Semoga cepat di perbaiki bug yg kayak gini.",negatif,2024-11-19 14:06:08
marisaeka,"sprtinya perlu dicek lagi,karena dmnya kadang ngelag,pdhal sudah tidak on atau sudah tdk bermain instagram tapi masih tertanda on,sehingga bisa menimbulkan salah paham,sprti saya dan pacar saya🙏",positif,2024-11-19 15:48:09
Franken Rumyaan,Sangatt bagus untuk mengobrol dengan teman dan bisa mendapatkan teman-teman baru yang asik. Memiliki banyak fitur-fitur canggih.,positif,2024-11-19 16:53:02
Fasha Cahya Ardiansyah,"Menurut saya, instagram sekarang tuh banyak habisin kuota. Baru buka apk nya aja udah memakan kuota banyak, gak bisa dihematin. Dahal gak terlalu scroll terus terusan. Emang aneh.",negatif,2024-11-19 19:17:33
NIKOLESINDRASAPUTRA,"niat bikin aplikasi ngga sih? klo mau ngurangin pengguna tutup aja aplikasinya udah kesekian kalinya akun saya ditangguhkan,buat apa ada fitur ajukan banding klo ujung""nya ga pernah bisa harus buat berapa akun g-mail lagi buat bikin akun ig baru terus? hal ini sangat membuat saya tidak nyaman,tiba""akun ditutup tanpa tau alasan yg jelas udah sudah berkali""terjadi",negatif,2024-11-19 19:23:11
Adrian Siahainenia,Kenapa akun saya ditangguhkan? Padahal saya tidak memposting apapun yg berbahaya! Saya mencoba mengembalikan akun saya namun ketika saya meminta kode untuk dikirimkan ke email tidak dikirim-kirimkan. TOLONG DIPERBAIKI APLIKASINYA!!! Makin tidak jelas ni aplikasi 😡😡😡😡,negatif,2024-11-20 00:26:35
Aqsa anugrah Wijaya pratama,"kenapa error? pas mencet apk nya selalu langsung kembali ke layar utama, dan padahal udh ku hps apk nya, ku unduh lg, jdi tpi ky tadi lagi, apk apaan ini error mulu.",negatif,2024-11-20 07:19:33
Nerf Montana,"Tolong dong tulisan delete foto yg sudah di posting taro paling atas,saya mau delete foto yg saya posting susah banget ngedeletenya,karna tulisan deletenya tersimpan paling bawah,terus nggak bisa di scroll ke atas lagi supaya bisa pilih tulisan deletenya",netral,2024-11-20 08:35:58
Binti Choiriyah,"Tiba2 tdk bisa dibuka, padahal saya merasa tidak melakukan kesalahan,buka kalo pengen lihat story aja...apa pengaruh ya karna tidak dibuka setiap hari terus ilang sendiri dari aplikasi terus gak bisa dibuka",positif,2024-11-20 13:05:58
Ian Kz,"Aplikasi tidak jelas , masa tiba tiba akun di nonaktifkan sedang kita tidak ada melakukan apa pun Sampai sekarang tidak ada respon dari pihak instagram Tidak rekomandasi lagi untuk meta baru instagram",negatif,2024-11-20 13:20:34
Dewi Windasari,Arsip stroy banyak yang ngefrezee. Dan arsip story untuk mutual friend malah ga ke arsip. Sudah update juga ga ada perubahan.,negatif,2024-11-20 14:23:47
Lyonel Gilang,"saya komen seperti ini karna saya sudah buntu🙏, saya awal memakai ig masih aman dan oke"" saja tapi mengapa sekarang sering gabisa masuk ke ig/gabisa login ke ig? saya sudah mencoba berulang"" kali padahal masalah ruang saya juga banyak saya tidak sombong tpi untuk ruang saya ada, dan untuk paketan saya ada, saya sudah mencoba hapus donglowd hapus donglowd tpi mengapa masih tidak bisa?!?!? tolong dong buat admin saya juga masi mau memakai ig karna penting🙏",netral,2024-11-20 15:31:45
Olivia Raa,akun kedua saya lebih update dari pada akun saya yang pertama padahal dalam satu perangkat. kemudian setiap meninggalkan app sering nge bug seperti suara dari reels/postingan masih ada padahal sudah keluar aplikasi,netral,2024-11-20 17:54:46
anggesta dwindri prihatami,"min..update fitur like bersifat private dong, tidak ada jumlah dan tidak bisa dilihat oleh orang lain siapa yg ngelike, makasii.",positif,2024-11-20 20:06:10
Restu agustia,Aplikasi instagram merupakan aplikasi sosial media yang dari dulu hingga sekarang memudahkan dalam memposting foto maupun video karena aplikasinya bagus sekali terima kasih instagram semoga kedepannya yang akan datang lebih baik lagi,positif,2024-11-20 22:06:31
Kurang Pas,"baru update versi 358.0.0.51.97 upload reel dan story lama banget, 1 jam belum selesai durasi cuma 20 detik, padahal buka youtube, download file lancar, wifi lancar",negatif,2024-11-21 00:38:02
Fatur Maulana,"Bug banyak bgttt pokoknya mah, ga bisa di rangkai dengan singkat.... Pas mau masuk, tiba2 keluar sndiri",negatif,2024-11-21 05:19:03
Herman Firmansyah,"Saya tidak bisa slide foto/video carousel lebih dari 4 slide, tidak bisa sampai slide terakhir. Sudah beberapa kali update tapi masalah ini masih ada. Tolong bagaimana solusinya? Ini mengganggu saya, karena saya harus buka profil nya terlebih dulu, baru saya bisa slide sampai slide terakhir.",negatif,2024-11-21 06:38:31
Hinayatul Syahra,"Saya baru saja update akun instagram saya tetapi tak ada perubahan justru sama seperti dulu, padahal di akun teman saya terjadi perubahan.. Seperti bertambah nya font text, bisa nambahin catatan, reels kayak iPhone.. Tolong bantuannya min..",negatif,2024-11-21 15:32:28
Ajil,Untuk aplikasinya keseluruhan bagus. Tapi coba tambahin jika teman ngelike sebuah reel tolong beri tahu kapan teman ngelike tu pidio,positif,2024-11-21 16:58:37
Rizky Khapidsyah,"1. Tambahkan fitur crop image pada story. 2. Image dengan ukuran frame apapun baik landscape maupun potrait seharusnya menjadi dinamis dan tidak terpotong ketika akan posting ke feed, dan dapat diatur oleh pengguna untuk menampilkan seluruh isi foto. 3. Mohon perhatian lebih terhadap postingan yang saya laporkan. Kemarin saya ada melaporkan postingan yang sudah jelas membully dan melecehkan, tapi postingan tersebut tetap berkeliaran.",negatif,2024-11-21 19:37:10
SBK Feng,"tolong pihak Instagram di perbaiki lagi masalah bug,saya sudah laporan di Instagram tapi masih saja akun saya eror dan banyak bug di akun saya mohon secepatnya perbaiki masalah teknis di Instagram karna itu menggangu kenyamanan saya sebagai pengguna,utama kan masalah bug di Ig jangan keluarkan fitur baru aja, mohon secepatnya pulih 🙏",negatif,2024-11-21 20:29:47
Jogjarea,"Update terbaru banyak bug, tidak bisa post foto ukuran potrait, ukuran potrait otomatis ke crop jadi square, padahal sudah pilih opsi (<>)..foto cover carousel terbalik kalau pakai format video.",negatif,2024-11-22 09:33:44
marchell reinaldy,"ini instagram gabisa login padahal alwys update entah update apapun, udah berlangsung selama 1 bulan lebih saya gabisa login instagram beralasan ( prameter tidak sesuai), sandi tiba tiba salah, padahal coba login di hp temen atau sodara bisa, tapi di hp saya sendiri gabisa, untuk device aman gaada yang error sistem hp maupun aplikasi lainnya cuma instagram yang bermasalah.. bagaimana solusinya",negatif,2024-11-22 09:48:49
Naura Hasna,"kekurangannya adalah banyak bugnya, saya pakai instagram kalau masuk ke kolom komentar, profil username orang lainnya kebanyakan dizoom, pas saya masuk ke akun orang lain ternyata yang muncul itu profil aslinya, tolong diperbaiki lagi bugnya🙏",netral,2024-11-22 15:02:24
Sari Puspita,"Kalo kata aku sih udah bagus yah tapi sedikit ada masalah kenapa saat saya tukeran akun sama orang lain kenapa ga bisa paling lama cuman 2 hari itu kenapa yah sedikit membingungkan bagi saya ,tapi lumayan lah ya aplikasi nya jadi tolong di perbaiki lagi",positif,2024-11-22 15:14:45
Sintia Ramadhani Nuari,"Seru bangtttt tapiii masalah nya cuma 1 buat aku, kalo mau nambah foto postingngan ke cerita pasti selalu kesalahan, padahal sering di update, kuota banyak, wifi lancar, tapi selalu gak bisaaaa Keseeèeeelllll",positif,2024-11-22 19:19:47
Aditya Fadlani,"Setelah di update malah lebih sering lag padahal jaringan bagus, dan penyimpan hp masih luas, dan juga ketika saya udah follow teman saya tapi tiba-tiba ke unfollow dengan sendirinya dan itu terjadi berulang ulang, padahal koneksi ke data seluler/wifi bagus ga ada gangguan, dan juga sekarang malah sering lag dan setiap buka story ig orang lain malah ga kebuka, TIDAK JELASS!! PLEASE META KALIAN KO JADI SEPERTI INI?!?!?!",negatif,2024-11-22 20:33:28
Ridhoganteng Ranijelek,knpa ya kok ad arsip yg tiba tiba hilang.. udh di jadikan sorotan tiba tiba hilang.. liat di arsip juga hilang... Pernah hilang tp muncul lagi.. yg lain ikutan hilang juga... Knp ya???,negatif,2024-11-23 09:11:32
Ibnu Qayyim Naiem,"Instagram menjadi media utama dalam berbagai keperluan terutama untuk promosi produk dan pencitraan, dapat memadukan antara teks, gambar, audio, dan video. Mudah dan praktis digunakan , juga memiliki banyak fitur yg bisa digunakan untuk berbagai keperluan",positif,2024-11-23 15:10:44
Jalil,Selama ini saya menggunakan Instagram ok ok aja tapi pas saya nge follow akun temen saya tiba tiba krna limit limit ini meresah kan saya buat beraktivitas di aplikasi anda saya mohon buat perbaiki bug di Instagram saya saya mohon secepat nya,netral,2024-11-23 18:42:43
zhila nazhila,"kenapa pas mau posting di feed malah ke potong foto nya jadi ga sesuai ukuran penuh, malah ke potong hadeh tolong dong instagram benerin fitur ini agar lebih nyaman digunakan 🤏🏻🤏🏻😮‍💨😮‍💨",negatif,2024-11-23 19:56:28
Princess Moonlight,"unistal terus instal lagi, kaya gitu aja berturut turut, gabisa log in akun lama bermasalah terus, buat akun baru juga gabisa sama aja bermasalah terus, di coba unistal terus instal lagi hasilnya sama,ini sistemnya kenapa si, makin uptade makin jelek. tolong kembalikan kualitasnya kaya dulu lagi.",negatif,2024-11-23 21:14:26
